title,description,text,category,pubDate,link
Pickford 'getting better' as he eyes England success,Goalkeeper Jordan Pickford sees cause for encouragement as he prepares for his fourth major tournament with England.,Pickford 'getting better' as he eyes England success. Goalkeeper Jordan Pickford sees cause for encouragement as he prepares for his fourth major tournament with England.,sport,"Fri, 14 Jun 2024 15:41:40 GMT",https://www.bbc.com/sport/football/articles/cmllr7v3vppo
England v New Zealand highlights: Mitchell’s 190 puts New Zealand in control,Daryl Mitchell's superb 190 gives New Zealand complete control of the second Test against England on day two at Trent Bridge.,England v New Zealand highlights: Mitchell’s 190 puts New Zealand in control. Daryl Mitchell's superb 190 gives New Zealand complete control of the second Test against England on day two at Trent Bridge.,sport,"Sat, 11 Jun 2022 19:00:46 GMT",https://www.bbc.co.uk/sport/av/cricket/61769670?at_medium=RSS&at_campaign=KARANGA
Davis Cup Finals 2023: Novak Djokovic seals Serbia's win over Great Britain,"Novak Djokovic tells a group of British fans to ""shut up"" after Serbia knocked Great Britain out of the Davis Cup quarter-finals.","Davis Cup Finals 2023: Novak Djokovic seals Serbia's win over Great Britain. Novak Djokovic tells a group of British fans to ""shut up"" after Serbia knocked Great Britain out of the Davis Cup quarter-finals.",sport,"Thu, 23 Nov 2023 23:11:57 GMT",https://www.bbc.co.uk/sport/tennis/67515083?at_medium=RSS&at_campaign=KARANGA
Benfica 1-3 Liverpool: Reds in control of Champions League quarter-final,Liverpool will take a two-goal lead into the Champions League quarter-final second leg after earning victory over Benfica in Lisbon.,Benfica 1-3 Liverpool: Reds in control of Champions League quarter-final. Liverpool will take a two-goal lead into the Champions League quarter-final second leg after earning victory over Benfica in Lisbon.,sport,"Tue, 05 Apr 2022 22:16:03 GMT",https://www.bbc.co.uk/sport/football/60986738?at_medium=RSS&at_campaign=KARANGA
Epsom Derby 2023: Protester tackled on track during race,A protester is tackled by police after entering the track at the Derby Festival at Epsom racecourse.,Epsom Derby 2023: Protester tackled on track during race. A protester is tackled by police after entering the track at the Derby Festival at Epsom racecourse.,sport,"Sat, 03 Jun 2023 16:12:35 GMT",https://www.bbc.co.uk/sport/horse-racing/65797778?at_medium=RSS&at_campaign=KARANGA
Women share stories of running in public and their safety concerns,Is it too dark? Should I wear something different? BBC Sport looks at the reality of being a woman out running and what is done to make it safer.,Women share stories of running in public and their safety concerns. Is it too dark? Should I wear something different? BBC Sport looks at the reality of being a woman out running and what is done to make it safer.,sport,"Thu, 10 Mar 2022 06:16:00 GMT",https://www.bbc.co.uk/sport/athletics/60670632?at_medium=RSS&at_campaign=KARANGA
"Major League Baseball games to return to London in 2023, 2024 and 2026","Major League Baseball is to return to London, with regular season games taking place in 2023, 2024 and 2026.","Major League Baseball games to return to London in 2023, 2024 and 2026. Major League Baseball is to return to London, with regular season games taking place in 2023, 2024 and 2026.",sport,"Mon, 09 May 2022 21:21:02 GMT",https://www.bbc.co.uk/sport/baseball/61388239?at_medium=RSS&at_campaign=KARANGA
Carabao Cup draw: Manchester City to host holders Liverpool,"Manchester City will host holders Liverpool in the fourth round of the Carabao Cup, plus full draw.","Carabao Cup draw: Manchester City to host holders Liverpool. Manchester City will host holders Liverpool in the fourth round of the Carabao Cup, plus full draw.",sport,"Thu, 10 Nov 2022 23:04:58 GMT",https://www.bbc.co.uk/sport/football/63591038?at_medium=RSS&at_campaign=KARANGA
'Players playing in pain' - Guardiola on injury 'emergency',Manchester City manager Pep Guardiola says even fit players are in pain as they push themselves through the fixture schedule.,'Players playing in pain' - Guardiola on injury 'emergency'. Manchester City manager Pep Guardiola says even fit players are in pain as they push themselves through the fixture schedule.,sport,"Fri, 01 Nov 2024 22:40:18 GMT",https://www.bbc.com/sport/football/articles/c2e7rvwg3vvo
Martin stars as Leeds ease past Castleford,Watch the highlights as Leeds Rhinos move up to sixth in Super League as they end a two-game losing run by comfortably beating Castleford Tigers 32-4.,Martin stars as Leeds ease past Castleford. Watch the highlights as Leeds Rhinos move up to sixth in Super League as they end a two-game losing run by comfortably beating Castleford Tigers 32-4.,sport,"Sat, 01 Jun 2024 19:02:13 GMT",https://www.bbc.com/sport/rugby-league/videos/cekkxxz5n2ro
Emma Raducanu: Injured British number one faces race to be fit for Wimbledon,"Emma Raducanu says she has ""no idea"" whether she will be fit for Wimbledon after she retired from her Nottingham Open opener against Viktorija Golubic.","Emma Raducanu: Injured British number one faces race to be fit for Wimbledon. Emma Raducanu says she has ""no idea"" whether she will be fit for Wimbledon after she retired from her Nottingham Open opener against Viktorija Golubic.",sport,"Tue, 07 Jun 2022 14:10:24 GMT",https://www.bbc.co.uk/sport/tennis/61721537?at_medium=RSS&at_campaign=KARANGA
MOTD analysis: Ilkay Gundogan took centre stage - Alan Shearer,"Match of the Day pundit Alan Shearer explains how Ilkay Gundogan took ""centre stage"" after scoring two goals and missing a penalty in Manchester City's 2-1 win over Leeds.","MOTD analysis: Ilkay Gundogan took centre stage - Alan Shearer. Match of the Day pundit Alan Shearer explains how Ilkay Gundogan took ""centre stage"" after scoring two goals and missing a penalty in Manchester City's 2-1 win over Leeds.",sport,"Sat, 06 May 2023 23:01:09 GMT",https://www.bbc.co.uk/sport/av/football/65513837?at_medium=RSS&at_campaign=KARANGA
Roberto Firmino to leave Liverpool after eight years at end of season,Forward Roberto Firmino will leave Liverpool after eight years when his contract expires at the end of the season.,Roberto Firmino to leave Liverpool after eight years at end of season. Forward Roberto Firmino will leave Liverpool after eight years when his contract expires at the end of the season.,sport,"Fri, 03 Mar 2023 15:39:35 GMT",https://www.bbc.co.uk/sport/football/64840029?at_medium=RSS&at_campaign=KARANGA
The Hundred 2023: Sam Hain's reverse scoops and Shrubsole's fielding lead Plays of the Day,"Watch the best shots from the opening day of The Hundred 2023, featuring Sam Hain, Anya Shrubsole and Smriti Mandhana.","The Hundred 2023: Sam Hain's reverse scoops and Shrubsole's fielding lead Plays of the Day. Watch the best shots from the opening day of The Hundred 2023, featuring Sam Hain, Anya Shrubsole and Smriti Mandhana.",sport,"Tue, 01 Aug 2023 20:55:13 GMT",https://www.bbc.co.uk/sport/av/cricket/66376018?at_medium=RSS&at_campaign=KARANGA
Wimbledon: Elena Rybakina says she 'did not know' how to celebrate victory,"New Wimbledon champion Elena Rybakina says she ""did not know"" how to celebrate her ""shocking"" victory over Ons Jabeur in the final.","Wimbledon: Elena Rybakina says she 'did not know' how to celebrate victory. New Wimbledon champion Elena Rybakina says she ""did not know"" how to celebrate her ""shocking"" victory over Ons Jabeur in the final.",sport,"Sat, 09 Jul 2022 18:53:46 GMT",https://www.bbc.co.uk/sport/tennis/62109270?at_medium=RSS&at_campaign=KARANGA
West Ham rescue draw with Cherries after Phillips error on debut,James Ward-Prowse's second-half penalty spares Kalvin Phillips' blushes and rescues a Premier League point for West Ham against Bournemouth at London Stadium.,West Ham rescue draw with Cherries after Phillips error on debut. James Ward-Prowse's second-half penalty spares Kalvin Phillips' blushes and rescues a Premier League point for West Ham against Bournemouth at London Stadium.,sport,"Thu, 01 Feb 2024 22:48:22 GMT",https://www.bbc.co.uk/sport/football/68090232?at_medium=RSS&at_campaign=KARANGA
Ivan Perisic: Inter winger set for Tottenham medical,Inter winger Ivan Perisic is set to have a medical at Tottenham on Monday and is expected to join the club on a two-year deal.,Ivan Perisic: Inter winger set for Tottenham medical. Inter winger Ivan Perisic is set to have a medical at Tottenham on Monday and is expected to join the club on a two-year deal.,sport,"Mon, 30 May 2022 09:05:28 GMT",https://www.bbc.co.uk/sport/football/61632388?at_medium=RSS&at_campaign=KARANGA
Mickelson to miss Masters for first time in 28 years,Three-time champion Phil Mickelson is set to miss the Masters next month for the first time in 28 years.,Mickelson to miss Masters for first time in 28 years. Three-time champion Phil Mickelson is set to miss the Masters next month for the first time in 28 years.,sport,"Mon, 21 Mar 2022 23:18:24 GMT",https://www.bbc.co.uk/sport/golf/60830084?at_medium=RSS&at_campaign=KARANGA
Alonso fastest as practice disrupted by rain,Aston Martin driver Fernando Alonso is fastest in Friday practice at the Canadian Grand Prix on a day disrupted by intermittent rain.,Alonso fastest as practice disrupted by rain. Aston Martin driver Fernando Alonso is fastest in Friday practice at the Canadian Grand Prix on a day disrupted by intermittent rain.,sport,"Fri, 07 Jun 2024 23:14:45 GMT",https://www.bbc.com/sport/formula1/articles/cv22vy4vx39o
World Cup 2022: Watch every angle of Richarlison's volley for Brazil against Serbia,Watch Richarlison's spectacular volley for Brazil against Serbia from every angle.,World Cup 2022: Watch every angle of Richarlison's volley for Brazil against Serbia. Watch Richarlison's spectacular volley for Brazil against Serbia from every angle.,sport,"Thu, 24 Nov 2022 22:44:08 GMT",https://www.bbc.co.uk/sport/av/football/63751476?at_medium=RSS&at_campaign=KARANGA
Brehme 'saved his best for the biggest games',"BBC Sport remembers former Germany defender Andreas Brehme, who scored the winning goal in the 1990 World Cup final and has died aged 63.","Brehme 'saved his best for the biggest games'. BBC Sport remembers former Germany defender Andreas Brehme, who scored the winning goal in the 1990 World Cup final and has died aged 63.",sport,"Tue, 20 Feb 2024 18:14:18 GMT",https://www.bbc.co.uk/sport/av/football/68354389
Manchester United 2-0 Arsenal: Red Devils win New Jersey friendly,"Bruno Fernandes and Jadon Sancho score as Manchester United beat Premier League rivals Arsenal in front of 82,000 fans in New Jersey.","Manchester United 2-0 Arsenal: Red Devils win New Jersey friendly. Bruno Fernandes and Jadon Sancho score as Manchester United beat Premier League rivals Arsenal in front of 82,000 fans in New Jersey.",sport,"Sat, 22 Jul 2023 23:29:52 GMT",https://www.bbc.co.uk/sport/football/66280991?at_medium=RSS&at_campaign=KARANGA
Instagram fined €405m over children's data privacy,The regulator found some children's business accounts had been set to public by default.,Instagram fined €405m over children's data privacy. The regulator found some children's business accounts had been set to public by default.,technology,"Mon, 05 Sep 2022 17:50:50 GMT",https://www.bbc.co.uk/news/technology-62800884?at_medium=RSS&at_campaign=KARANGA
Kardashians deny faking Roblox sex tape scene,"Questions are being asked about a scene in The Kardashians, when Kim's son finds a sex tape ad on Roblox.","Kardashians deny faking Roblox sex tape scene. Questions are being asked about a scene in The Kardashians, when Kim's son finds a sex tape ad on Roblox.",technology,"Fri, 22 Apr 2022 01:07:09 GMT",https://www.bbc.co.uk/news/technology-61178189?at_medium=RSS&at_campaign=KARANGA
Ukraine: How crowdsourcing is rescuing people from the war zone,Volunteers inside and outside Ukraine are working together to help civilians escape the war safely.,Ukraine: How crowdsourcing is rescuing people from the war zone. Volunteers inside and outside Ukraine are working together to help civilians escape the war safely.,technology,"Sat, 19 Mar 2022 00:34:03 GMT",https://www.bbc.co.uk/news/technology-60785339?at_medium=RSS&at_campaign=KARANGA
"Our fingerprints may not be unique, claims AI",An AI tool can identify prints from different fingers belonging to the same person.,"Our fingerprints may not be unique, claims AI. An AI tool can identify prints from different fingers belonging to the same person.",technology,"Thu, 11 Jan 2024 14:36:50 GMT",https://www.bbc.co.uk/news/technology-67944537?at_medium=RSS&at_campaign=KARANGA
Xbox v PlayStation: Giants clash over Call of Duty,Microsoft hits back at claims its proposed purchase of Activision Blizzard could harm its rival Sony.,Xbox v PlayStation: Giants clash over Call of Duty. Microsoft hits back at claims its proposed purchase of Activision Blizzard could harm its rival Sony.,technology,"Wed, 12 Oct 2022 09:38:28 GMT",https://www.bbc.co.uk/news/technology-63196065?at_medium=RSS&at_campaign=KARANGA
Pornography review to canvass public's view on issue,"Porn stars, parents and the public are invited to answer questions to help advise government.","Pornography review to canvass public's view on issue. Porn stars, parents and the public are invited to answer questions to help advise government.",technology,"Thu, 11 Jan 2024 00:21:51 GMT",https://www.bbc.co.uk/news/technology-67938079?at_medium=RSS&at_campaign=KARANGA
Could Ofcom ban social media for under-18s?,"A quick, simple guide to the new social media rules proposed by Ofcom","Could Ofcom ban social media for under-18s?. A quick, simple guide to the new social media rules proposed by Ofcom",technology,"Wed, 08 May 2024 11:23:22 GMT",https://www.bbc.co.uk/news/technology-68976826
Vision Pro: Apple's new augmented reality headset unveiled,The high price and two-hour battery life raise questions about how popular the new device will be.,Vision Pro: Apple's new augmented reality headset unveiled. The high price and two-hour battery life raise questions about how popular the new device will be.,technology,"Mon, 05 Jun 2023 21:18:23 GMT",https://www.bbc.co.uk/news/technology-65809408?at_medium=RSS&at_campaign=KARANGA
Sam Altman: The extraordinary firing of an AI superstar,"Sam Altman, one of the biggest names in tech, was sacked from ChatGPT-maker OpenAI without warning.","Sam Altman: The extraordinary firing of an AI superstar. Sam Altman, one of the biggest names in tech, was sacked from ChatGPT-maker OpenAI without warning.",technology,"Sat, 18 Nov 2023 10:40:06 GMT",https://www.bbc.co.uk/news/technology-67461363?at_medium=RSS&at_campaign=KARANGA
All Onewheel e-skateboards recalled worldwide after four deaths,"A US watchdog cited a risk of crashes causing serious injuries, and the firm confirmed the global recall.","All Onewheel e-skateboards recalled worldwide after four deaths. A US watchdog cited a risk of crashes causing serious injuries, and the firm confirmed the global recall.",technology,"Tue, 03 Oct 2023 09:58:28 GMT",https://www.bbc.co.uk/news/technology-66984278?at_medium=RSS&at_campaign=KARANGA
3D printed guns: Warnings over growing threat of 3D firearms,Police say they are seizing 3D printed weapons in greater numbers in the UK.,3D printed guns: Warnings over growing threat of 3D firearms. Police say they are seizing 3D printed weapons in greater numbers in the UK.,technology,"Wed, 09 Nov 2022 01:07:50 GMT",https://www.bbc.co.uk/news/technology-63495123?at_medium=RSS&at_campaign=KARANGA
AI threats: Can The Matrix and other sci-fi films teach us anything?,"Researchers have cited the plot of Pixar's WALL-E in a series of AI ""disaster scenarios"".","AI threats: Can The Matrix and other sci-fi films teach us anything?. Researchers have cited the plot of Pixar's WALL-E in a series of AI ""disaster scenarios"".",technology,"Sat, 03 Jun 2023 23:00:48 GMT",https://www.bbc.co.uk/news/technology-65786964?at_medium=RSS&at_campaign=KARANGA
Abu Dhabi-backed fund poised to take over Telegraph,"The fund, run by former CNN boss Jeff Zucker, says it has the money it needs to rescue the newspaper.","Abu Dhabi-backed fund poised to take over Telegraph. The fund, run by former CNN boss Jeff Zucker, says it has the money it needs to rescue the newspaper.",technology,"Mon, 20 Nov 2023 19:31:37 GMT",https://www.bbc.co.uk/news/technology-67479946?at_medium=RSS&at_campaign=KARANGA
Binance chief Changpeng Zhao pleads guilty to money laundering charges,Changpeng Zhao will also step down as chief executive of the world's largest crypto-exchange.,Binance chief Changpeng Zhao pleads guilty to money laundering charges. Changpeng Zhao will also step down as chief executive of the world's largest crypto-exchange.,technology,"Tue, 21 Nov 2023 21:47:36 GMT",https://www.bbc.co.uk/news/technology-67492753?at_medium=RSS&at_campaign=KARANGA
How factories are deploying AI on production lines,Manufacturers are exploring how AI can predict machine faults before they happen.,How factories are deploying AI on production lines. Manufacturers are exploring how AI can predict machine faults before they happen.,technology,"Thu, 16 Nov 2023 00:03:41 GMT",https://www.bbc.co.uk/news/technology-67144713?at_medium=RSS&at_campaign=KARANGA
'I was misidentified as shoplifter by facial recognition tech',Live facial recognition is becoming increasingly common on UK high streets. Should we be worried?,'I was misidentified as shoplifter by facial recognition tech'. Live facial recognition is becoming increasingly common on UK high streets. Should we be worried?,technology,"Sat, 25 May 2024 23:08:53 GMT",https://www.bbc.co.uk/news/technology-69055945
Meta's chatbot says the company 'exploits people',"The new prototype doesn't think much of the company's CEO, Mark Zuckerberg, either.","Meta's chatbot says the company 'exploits people'. The new prototype doesn't think much of the company's CEO, Mark Zuckerberg, either.",technology,"Thu, 11 Aug 2022 00:50:51 GMT",https://www.bbc.co.uk/news/technology-62497674?at_medium=RSS&at_campaign=KARANGA
Vodafone-Three merger faces competition probe,The Competition and Markets Authority will judge whether the deal would harm the UK telecoms market.,Vodafone-Three merger faces competition probe. The Competition and Markets Authority will judge whether the deal would harm the UK telecoms market.,technology,"Fri, 26 Jan 2024 11:58:46 GMT",https://www.bbc.co.uk/news/technology-68105256?at_medium=RSS&at_campaign=KARANGA
Ten days of Twitter chaos,Elon Musk's first week-and-a-half at Twitter has been a rollercoaster of big changes.,Ten days of Twitter chaos. Elon Musk's first week-and-a-half at Twitter has been a rollercoaster of big changes.,technology,"Mon, 07 Nov 2022 13:22:12 GMT",https://www.bbc.co.uk/news/technology-63539246?at_medium=RSS&at_campaign=KARANGA
Nevada lithium mine leads to 'green colonialism' accusations,The rush to mine lithium for car batteries is dividing environmental and native American communities.,Nevada lithium mine leads to 'green colonialism' accusations. The rush to mine lithium for car batteries is dividing environmental and native American communities.,technology,"Sun, 08 Oct 2023 03:18:20 GMT",https://www.bbc.co.uk/news/technology-67028209?at_medium=RSS&at_campaign=KARANGA
Russia-Ukraine: Is internet on verge of break-up?,The global internet is under threat as the conflict in Ukraine continues.,Russia-Ukraine: Is internet on verge of break-up?. The global internet is under threat as the conflict in Ukraine continues.,technology,"Wed, 09 Mar 2022 01:02:56 GMT",https://www.bbc.co.uk/news/technology-60661987?at_medium=RSS&at_campaign=KARANGA
How safe is my data after a hack or leak?,"After various cases of private data being leaked or stolen, what can you do to keep your info secure?","How safe is my data after a hack or leak?. After various cases of private data being leaked or stolen, what can you do to keep your info secure?",technology,"Wed, 09 Aug 2023 17:25:57 GMT",https://www.bbc.co.uk/news/technology-66451970?at_medium=RSS&at_campaign=KARANGA
Omegle: Suing the website that matched me with my abuser,'Alice' was groomed on a video chat website - her lawsuit against it could have far-reaching consequences.,Omegle: Suing the website that matched me with my abuser. 'Alice' was groomed on a video chat website - her lawsuit against it could have far-reaching consequences.,technology,"Wed, 15 Feb 2023 00:35:25 GMT",https://www.bbc.co.uk/news/technology-64618791?at_medium=RSS&at_campaign=KARANGA
Elon Musk to do a live interview with UK PM Rishi Sunak,The tech billionaire and British PM are due to broadcast a live conversation after the global AI summit.,Elon Musk to do a live interview with UK PM Rishi Sunak. The tech billionaire and British PM are due to broadcast a live conversation after the global AI summit.,technology,"Tue, 31 Oct 2023 12:12:42 GMT",https://www.bbc.co.uk/news/technology-67269549?at_medium=RSS&at_campaign=KARANGA
Microsoft offers to match pay of all OpenAI staff,The tech giant offers jobs to any workers who want to leave over Sam Altman's sacking.,Microsoft offers to match pay of all OpenAI staff. The tech giant offers jobs to any workers who want to leave over Sam Altman's sacking.,technology,"Tue, 21 Nov 2023 16:19:13 GMT",https://www.bbc.co.uk/news/technology-67484455?at_medium=RSS&at_campaign=KARANGA
Mark Zuckerberg reveals new Quest Pro VR headset,Facebook-owner Meta has revealed a new VR headset as part of its continued metaverse push.,Mark Zuckerberg reveals new Quest Pro VR headset. Facebook-owner Meta has revealed a new VR headset as part of its continued metaverse push.,technology,"Tue, 11 Oct 2022 18:33:24 GMT",https://www.bbc.co.uk/news/technology-63200153?at_medium=RSS&at_campaign=KARANGA
Online Safety Bill: Crackdown on harmful social media content agreed,The law aims to force firms to remove illegal content and protect children from some legal but harmful material.,Online Safety Bill: Crackdown on harmful social media content agreed. The law aims to force firms to remove illegal content and protect children from some legal but harmful material.,technology,"Tue, 19 Sep 2023 19:50:51 GMT",https://www.bbc.co.uk/news/technology-66854618?at_medium=RSS&at_campaign=KARANGA
War in Ukraine: Facebook to allow calls for violence against Putin,"Meta, the owner of Facebook and Instagram, will temporarily make allowances for some violent speech.","War in Ukraine: Facebook to allow calls for violence against Putin. Meta, the owner of Facebook and Instagram, will temporarily make allowances for some violent speech.",technology,"Fri, 11 Mar 2022 03:05:42 GMT",https://www.bbc.co.uk/news/technology-60702619?at_medium=RSS&at_campaign=KARANGA
Meta tool to block nude images in teens' private messages,"The move is designed to help stop teenagers receiving inappropriate pictures, even in encrypted chats","Meta tool to block nude images in teens' private messages. The move is designed to help stop teenagers receiving inappropriate pictures, even in encrypted chats",technology,"Fri, 26 Jan 2024 13:17:48 GMT",https://www.bbc.co.uk/news/technology-68093343?at_medium=RSS&at_campaign=KARANGA
Oprah and Nigella deepfaked in influencer 'manifestation' ads,"Piers Morgan and Oprah have criticised the use of AI deepfake ads used to promote a ""manifestation"" guide.","Oprah and Nigella deepfaked in influencer 'manifestation' ads. Piers Morgan and Oprah have criticised the use of AI deepfake ads used to promote a ""manifestation"" guide.",technology,"Sat, 24 Feb 2024 00:03:30 GMT",https://www.bbc.co.uk/news/technology-67703018
Twitter: Five ways Elon Musk has changed the platform for users,"Twitter users say the social network has ""a different vibe"" since the billionaire took charge.","Twitter: Five ways Elon Musk has changed the platform for users. Twitter users say the social network has ""a different vibe"" since the billionaire took charge.",technology,"Mon, 16 Jan 2023 15:56:17 GMT",https://www.bbc.co.uk/news/technology-64289251?at_medium=RSS&at_campaign=KARANGA
Football Manager 2024: How the franchise made millions,"As the studio celebrates its 20th edition, the people that make it tell the BBC how it has changed.","Football Manager 2024: How the franchise made millions. As the studio celebrates its 20th edition, the people that make it tell the BBC how it has changed.",technology,"Mon, 06 Nov 2023 00:01:50 GMT",https://www.bbc.co.uk/news/technology-67309017?at_medium=RSS&at_campaign=KARANGA
"Twitter temporarily restricts tweets users can see, Elon Musk announces","Elon Musk says verified accounts can read up to 10,000 posts a day while unverified ones are limited to 1,000.","Twitter temporarily restricts tweets users can see, Elon Musk announces. Elon Musk says verified accounts can read up to 10,000 posts a day while unverified ones are limited to 1,000.",technology,"Sat, 01 Jul 2023 22:24:07 GMT",https://www.bbc.co.uk/news/technology-66077195?at_medium=RSS&at_campaign=KARANGA
Google rules blocked children's diabetes app,An NHS-recommended app says Google will not permit it to send text message alerts about glucose levels.,Google rules blocked children's diabetes app. An NHS-recommended app says Google will not permit it to send text message alerts about glucose levels.,technology,"Mon, 25 Jul 2022 00:00:51 GMT",https://www.bbc.co.uk/news/technology-62184812?at_medium=RSS&at_campaign=KARANGA
AI: War crimes evidence erased by social media platforms,"Footage of potential human rights abuses may be lost after platforms delete it, the BBC has found.","AI: War crimes evidence erased by social media platforms. Footage of potential human rights abuses may be lost after platforms delete it, the BBC has found.",technology,"Wed, 31 May 2023 23:01:29 GMT",https://www.bbc.co.uk/news/technology-65755517?at_medium=RSS&at_campaign=KARANGA
What are your rights?,"With one in five people now renting in the UK, it's important to understand your rights as a tenant.","What are your rights?. With one in five people now renting in the UK, it's important to understand your rights as a tenant.",technology,"Fri, 21 Jul 2023 09:03:12 GMT",https://www.bbc.co.uk/news/technology-65038459?at_medium=RSS&at_campaign=KARANGA
Twitter drama continues with blue-tick confusion,A number of executives walked out after a turbulent launch of new Twitter features.,Twitter drama continues with blue-tick confusion. A number of executives walked out after a turbulent launch of new Twitter features.,technology,"Fri, 11 Nov 2022 23:06:49 GMT",https://www.bbc.co.uk/news/technology-63597087?at_medium=RSS&at_campaign=KARANGA
"MrBeast reveals he made $250,000 from X video",The world's most popular YouTuber had previously said he would not bother posting videos on the site.,"MrBeast reveals he made $250,000 from X video. The world's most popular YouTuber had previously said he would not bother posting videos on the site.",technology,"Mon, 22 Jan 2024 21:50:04 GMT",https://www.bbc.co.uk/news/technology-68061020?at_medium=RSS&at_campaign=KARANGA
Sam Altman: What on earth is happening at OpenAI?,The BBC's technology editor Zoe Kleinman reflects on a whirlwind few days for the ChatGPT creator.,Sam Altman: What on earth is happening at OpenAI?. The BBC's technology editor Zoe Kleinman reflects on a whirlwind few days for the ChatGPT creator.,technology,"Mon, 20 Nov 2023 16:28:35 GMT",https://www.bbc.co.uk/news/technology-67474879?at_medium=RSS&at_campaign=KARANGA
High-speed train company Hyperloop One shuts down,"Based on an Elon Musk idea, with previous backing from Richard Branson, the firm will close this month.","High-speed train company Hyperloop One shuts down. Based on an Elon Musk idea, with previous backing from Richard Branson, the firm will close this month.",technology,"Fri, 22 Dec 2023 13:15:53 GMT",https://www.bbc.co.uk/news/technology-67801235?at_medium=RSS&at_campaign=KARANGA
Uber powers emergency food deliveries in Ukraine,"Uber has built a ""private-label"" version of its delivery platform to help the UN deliver food and water.","Uber powers emergency food deliveries in Ukraine. Uber has built a ""private-label"" version of its delivery platform to help the UN deliver food and water.",technology,"Wed, 08 Jun 2022 01:43:33 GMT",https://www.bbc.co.uk/news/technology-61717071?at_medium=RSS&at_campaign=KARANGA
Game of Thrones author sues AI platforms,George RR Martin and John Grisham are among the authors suing the company over copyright laws.,Game of Thrones author sues AI platforms. George RR Martin and John Grisham are among the authors suing the company over copyright laws.,technology,"Thu, 21 Sep 2023 11:56:58 GMT",https://www.bbc.co.uk/news/technology-66866577?at_medium=RSS&at_campaign=KARANGA
Starlink: Why is Elon Musk launching thousands of satellites?,The billionaire's SpaceX company hopes to provide an internet service from space.,Starlink: Why is Elon Musk launching thousands of satellites?. The billionaire's SpaceX company hopes to provide an internet service from space.,technology,"Mon, 01 Aug 2022 08:04:54 GMT",https://www.bbc.co.uk/news/technology-62339835?at_medium=RSS&at_campaign=KARANGA
Is the UK a bad place for tech firms?,"Microsoft's president said a UK watchdog's move to block its Activision deal was ""bad for Britain.""","Is the UK a bad place for tech firms?. Microsoft's president said a UK watchdog's move to block its Activision deal was ""bad for Britain.""",technology,"Thu, 27 Apr 2023 16:29:47 GMT",https://www.bbc.co.uk/news/technology-65400612?at_medium=RSS&at_campaign=KARANGA
Threads: Meta to launch web version of flagging Threads app,The tech giant says it is working to add new features after many early users drifted away.,Threads: Meta to launch web version of flagging Threads app. The tech giant says it is working to add new features after many early users drifted away.,technology,"Tue, 22 Aug 2023 13:43:28 GMT",https://www.bbc.co.uk/news/technology-66574762?at_medium=RSS&at_campaign=KARANGA
Can Meta’s new VR headset stop me feeling sick?,The company's new VR headset retails at $499 - but can Mark Zuckerberg stop it making me nauseous?,Can Meta’s new VR headset stop me feeling sick?. The company's new VR headset retails at $499 - but can Mark Zuckerberg stop it making me nauseous?,technology,"Mon, 02 Oct 2023 16:00:28 GMT",https://www.bbc.co.uk/news/technology-66980483?at_medium=RSS&at_campaign=KARANGA
Young watch almost seven times less TV than over-65s - Ofcom,The average 16 to 24-year-old watches TV for 53 minutes a day compared with nearly six hours for over-65s.,Young watch almost seven times less TV than over-65s - Ofcom. The average 16 to 24-year-old watches TV for 53 minutes a day compared with nearly six hours for over-65s.,technology,"Tue, 16 Aug 2022 23:14:25 GMT",https://www.bbc.co.uk/news/technology-62506041?at_medium=RSS&at_campaign=KARANGA
Police investigate virtual sex assault on girl's avatar,The incident in a virtual world reportedly left the under-16-year-old traumatised.,Police investigate virtual sex assault on girl's avatar. The incident in a virtual world reportedly left the under-16-year-old traumatised.,technology,"Tue, 02 Jan 2024 22:08:22 GMT",https://www.bbc.co.uk/news/technology-67865327?at_medium=RSS&at_campaign=KARANGA
Anonymous: How hackers are trying to undermine Putin,"The BBC speaks to hacktivists about past and future attacks in their ""cyber war"" against Vladimir Putin.","Anonymous: How hackers are trying to undermine Putin. The BBC speaks to hacktivists about past and future attacks in their ""cyber war"" against Vladimir Putin.",technology,"Sun, 20 Mar 2022 01:00:04 GMT",https://www.bbc.co.uk/news/technology-60784526?at_medium=RSS&at_campaign=KARANGA
Apple 'like Godfather' with new App Store rules,As Apple begins to allow other app stores on iPhones one entrepreneur criticises its behaviour.,Apple 'like Godfather' with new App Store rules. As Apple begins to allow other app stores on iPhones one entrepreneur criticises its behaviour.,technology,"Sun, 10 Mar 2024 00:49:42 GMT",https://www.bbc.co.uk/news/technology-68517246
Xbox games on Nintendo and PlayStation: Is the console war over?,Why the war between the big games console makers may be coming to an end.,Xbox games on Nintendo and PlayStation: Is the console war over?. Why the war between the big games console makers may be coming to an end.,technology,"Thu, 15 Feb 2024 22:20:33 GMT",https://www.bbc.co.uk/news/technology-68304967?at_medium=RSS&at_campaign=KARANGA
Billions being spent in metaverse land grab,"Corporations, speculators and individuals have spent nearly $2bn (£1.75bn) on virtual plots.","Billions being spent in metaverse land grab. Corporations, speculators and individuals have spent nearly $2bn (£1.75bn) on virtual plots.",technology,"Fri, 04 Nov 2022 00:11:18 GMT",https://www.bbc.co.uk/news/technology-63488059?at_medium=RSS&at_campaign=KARANGA
